hero_1,hero_2,hero_3,hero_4,hero_5,hero_6,hero_7,hero_8,hero_9,hero_10,is_win
17,20,51,25,7,86,29,109,26,74,1
49,65,103,3,76,45,86,108,62,72,1
99,21,101,15,30,3,100,1,59,50,0
11,33,39,101,98,89,68,29,78,86,1
74,101,89,7,65,12,47,60,20,53,0
86,66,17,103,41,47,5,102,63,39,0
53,87,71,8,78,106,55,26,47,68,1
92,95,53,71,13,62,103,72,66,89,0
69,78,26,55,86,101,85,18,37,47,0
10,112,8,62,29,43,41,106,110,20,1
3,37,47,63,108,40,54,89,65,34,1
16,76,101,69,43,42,33,77,64,27,1
25,65,13,54,86,83,88,63,76,55,1
47,101,67,20,29,13,41,85,26,34,1
109,103,64,13,20,78,104,106,3,84,0
11,63,58,73,65,99,53,76,92,91,1
78,62,74,29,79,33,86,15,55,40,0
80,90,88,13,63,46,52,73,51,3,0
72,61,67,31,27,20,95,26,96,18,0
18,33,96,25,15,104,9,13,103,41,0
28,112,26,15,21,31,19,106,69,86,0
66,26,13,11,61,91,19,22,87,93,1
54,32,13,87,16,103,28,79,74,109,0
31,97,76,121,114,84,38,59,100,12,1
47,91,30,11,51,95,48,96,29,86,1
88,111,21,40,63,107,20,68,58,73,0
76,86,88,8,37,87,11,96,95,23,1
79,77,49,103,50,98,83,42,76,3,0
17,62,23,6,98,2,59,112,111,8,1
6,13,30,92,11,7,99,21,63,87,0
64,106,58,74,69,46,48,88,66,30,1
80,34,107,110,29,8,88,28,17,90,0
108,41,68,100,92,16,76,103,19,87,0
86,34,53,9,77,43,15,93,64,79,1
111,41,9,12,21,49,20,56,53,38,1
2,79,28,72,39,8,11,16,66,86,1
100,35,29,109,30,64,65,76,72,89,1
33,52,51,99,30,97,19,25,91,71,1
9,31,32,55,3,96,10,13,79,58,1
76,64,57,67,27,107,94,28,15,68,0
29,15,91,50,19,86,21,84,106,47,0
26,11,7,33,2,82,79,17,98,75,1
66,106,3,73,98,86,69,5,9,96,1
31,87,38,73,72,111,100,25,16,8,0
106,25,28,100,61,3,75,7,67,39,0
26,87,13,43,54,79,33,49,69,93,0
45,8,96,66,27,55,83,2,23,79,1
82,85,55,39,50,25,19,91,18,65,0
94,4,14,64,29,78,30,8,11,51,0
72,65,57,76,3,86,74,88,8,104,0
65,52,88,13,77,79,2,50,55,63,0
98,86,84,64,47,100,19,39,112,69,0
3,53,49,91,15,72,51,112,62,25,0
5,106,68,96,74,89,64,84,47,101,1
22,7,112,5,67,91,46,99,53,86,1
6,55,16,74,25,72,88,99,90,92,0
86,42,88,82,96,97,90,87,49,18,1
39,30,100,70,96,108,86,44,74,92,1
75,109,23,28,50,63,2,84,76,86,0
26,11,7,38,72,79,4,112,25,85,1
60,21,12,90,53,55,67,86,88,26,1
16,8,5,76,100,96,74,84,30,20,0
15,39,26,88,11,2,22,20,93,17,0
85,63,39,80,74,76,53,111,107,8,1
73,92,55,54,60,63,88,13,77,53,0
53,67,112,49,30,34,23,63,38,20,0
12,86,17,68,7,25,16,39,112,72,0
91,54,55,16,72,86,63,80,65,25,0
89,86,13,63,9,92,55,88,60,72,1
50,107,17,109,55,34,20,8,103,98,0
62,74,13,77,58,21,26,80,72,66,0
18,79,22,28,14,111,20,6,59,13,0
35,8,96,87,16,94,20,6,55,63,1
59,111,25,7,88,35,4,16,23,5,0
9,74,41,10,86,106,31,101,89,78,1
114,20,28,63,73,8,98,65,87,107,1
104,86,3,61,106,36,88,40,70,92,1
72,90,39,65,79,52,16,64,55,81,1
27,64,65,49,45,69,87,34,47,42,0
68,60,41,7,48,53,20,78,100,25,0
64,16,79,103,43,15,29,33,73,45,0
72,75,34,51,62,2,22,79,101,109,1
30,101,64,15,41,53,9,21,84,68,0
11,87,9,103,79,65,29,43,10,31,1
87,80,110,7,74,100,43,27,57,48,1
34,69,42,53,68,9,41,79,46,86,1
69,44,16,72,5,96,87,74,66,54,1
99,71,35,33,101,17,20,81,91,97,1
75,42,82,27,47,80,43,33,69,101,0
53,30,49,72,68,112,70,11,100,71,1
72,28,55,86,7,52,79,51,50,99,0
53,50,43,40,58,61,18,107,22,30,0
13,1,25,104,84,106,37,55,114,20,0
98,96,44,31,88,8,90,19,16,80,1
39,65,86,16,63,103,54,5,17,55,1
79,21,64,100,72,70,22,38,68,20,0
83,88,80,68,49,17,78,51,90,42,1
98,73,26,38,95,20,18,29,84,56,1
96,27,66,15,80,35,101,78,53,7,1
74,33,9,79,72,8,111,2,84,73,1
72,55,33,54,87,53,25,1,79,9,1
25,112,63,88,6,3,2,23,91,72,0
31,98,90,54,28,74,6,20,79,51,1
102,84,11,37,8,32,93,74,51,75,1
51,75,100,8,11,30,72,89,47,108,1
27,93,84,74,51,101,12,47,42,30,1
20,69,95,87,11,8,30,97,57,13,1
95,66,88,26,39,17,87,103,54,7,1
9,49,86,54,55,11,40,63,66,51,0
52,37,72,51,94,102,87,43,48,16,1
45,29,65,3,46,89,62,14,64,66,1
26,80,103,15,38,51,72,3,106,78,0
87,28,42,14,76,91,70,30,61,19,0
76,87,8,29,71,65,48,44,37,111,0
23,8,30,78,47,80,85,72,19,27,1
109,7,43,91,104,64,53,42,50,60,1
54,13,94,87,26,103,90,99,72,75,1
88,86,34,15,16,55,48,75,107,51,0
19,103,109,78,84,97,3,44,110,23,1
40,109,13,89,119,108,54,43,62,27,0
63,69,6,5,57,9,86,2,30,4,1
101,20,96,25,93,9,84,1,3,30,1
26,110,72,41,89,68,28,8,47,30,1
99,87,74,69,58,7,78,10,27,103,1
48,64,60,90,55,87,88,61,80,39,0
39,100,40,53,87,64,7,18,13,51,1
48,31,98,20,38,112,93,2,43,32,1
87,89,88,17,54,40,3,51,74,67,0
69,2,102,46,5,85,83,13,77,58,1
51,12,55,90,7,92,16,48,53,88,1
98,26,10,80,86,40,73,88,85,20,1
65,75,8,7,97,86,35,93,26,2,0
19,84,13,86,57,46,78,3,103,109,0
50,20,11,28,53,49,112,60,39,3,1
99,39,30,51,12,16,86,29,48,25,0
101,77,69,39,107,87,20,93,41,21,1
58,70,75,97,86,109,39,33,16,30,1
79,28,7,73,50,30,68,49,72,60,1
63,16,53,95,88,77,89,3,76,21,1
26,15,41,29,58,47,30,79,89,106,1
97,45,31,27,48,67,75,11,102,64,1
104,96,84,106,87,36,91,64,7,49,0
51,54,71,86,17,63,30,106,110,69,1
87,78,75,47,82,42,72,27,74,96,1
50,98,6,16,59,9,84,91,81,34,0
33,80,1,16,5,39,89,40,53,58,0
59,79,50,11,71,62,104,39,101,15,1
68,80,78,16,49,91,77,19,29,27,1
87,74,29,26,109,30,69,55,47,67,1
17,62,44,29,91,79,39,8,23,28,1
20,67,101,96,49,86,25,56,53,60,1
7,65,30,49,48,78,17,9,79,91,0
103,86,15,104,65,43,64,78,89,96,0
43,56,51,40,88,45,98,7,5,80,1
4,31,2,16,109,90,87,17,10,96,0
6,13,9,79,62,87,107,88,3,20,0
65,73,7,52,17,16,86,67,13,53,1
69,74,83,5,55,53,85,49,27,66,1
47,89,69,3,9,64,101,35,29,78,0
9,8,41,79,107,26,32,48,98,55,1
112,53,72,94,69,25,22,18,100,38,0
31,54,16,51,10,8,97,30,107,78,1
33,88,30,45,4,114,23,75,58,107,1
48,101,7,73,69,50,16,46,72,9,0
16,53,25,21,9,68,76,63,86,74,1
40,27,54,32,49,9,89,98,68,88,0
65,90,8,16,97,79,60,9,88,48,1
89,27,58,23,13,9,69,64,49,103,1
65,15,88,3,95,54,7,46,62,91,0
12,2,100,25,87,95,72,38,101,27,1
53,49,91,39,90,64,92,51,54,21,1
6,110,28,20,39,87,106,55,8,69,1
76,3,9,72,53,58,41,27,74,63,1
78,26,101,77,103,89,30,87,85,106,0
84,13,67,101,102,76,93,107,111,55,1
35,57,51,30,15,40,11,103,41,3,0
83,66,11,74,86,8,84,2,22,101,0
106,49,47,92,26,11,65,50,75,16,0
19,60,55,64,62,29,86,11,78,87,1
55,64,8,25,23,7,30,51,74,95,0
107,93,39,50,104,80,75,34,20,100,0
17,107,72,19,3,103,78,77,75,13,1
51,72,83,91,49,7,69,11,23,101,0
60,5,63,8,65,13,99,51,91,57,1
93,26,7,95,78,11,86,50,8,38,0
33,44,85,121,23,96,50,48,78,15,0
21,80,88,46,87,10,23,79,55,64,1
8,52,86,2,39,101,28,5,11,51,0
41,72,16,91,101,87,46,42,68,65,0
16,74,101,75,41,44,65,66,60,20,0
11,102,28,47,3,54,86,97,51,53,1
8,63,52,97,86,79,90,46,51,54,1
34,7,95,13,27,104,71,37,39,70,0
51,63,5,55,73,87,2,28,8,76,0
39,55,111,6,100,98,62,35,66,65,0
3,9,74,96,69,47,67,84,22,68,0
65,79,7,9,6,34,92,62,3,51,0
81,74,107,5,61,58,111,38,67,65,1
53,60,13,20,67,106,18,30,65,33,0
11,70,112,53,86,87,51,45,18,29,1
63,30,91,73,88,18,43,65,69,110,1
56,20,43,3,60,50,12,80,58,55,1
57,12,46,62,27,81,91,58,21,86,1
50,26,96,89,85,68,93,74,41,20,1
31,98,67,119,42,109,47,20,78,53,1
13,67,60,26,53,9,30,104,73,76,1
93,15,87,84,103,13,78,63,20,30,1
27,49,72,112,51,62,16,11,26,106,1
74,50,10,16,65,73,88,56,92,53,1
66,74,16,61,25,80,33,52,45,40,1
19,109,28,112,86,100,54,50,78,11,1
72,30,74,41,23,20,101,6,29,13,1
41,43,7,34,101,13,86,75,69,42,0
68,71,95,7,35,101,39,20,11,99,1
5,55,52,56,87,88,112,39,23,1,0
3,103,9,108,44,21,70,80,87,89,0
42,106,51,91,112,88,86,8,82,7,0
84,34,93,20,16,87,8,74,50,97,0
11,106,101,86,28,100,26,42,39,50,1
93,55,60,106,20,88,49,30,66,48,0
74,68,7,11,38,22,16,71,25,95,0
86,48,52,73,13,17,88,72,92,51,0
21,39,33,75,4,99,90,9,34,17,0
74,65,111,32,8,75,51,95,55,106,0
107,51,76,8,79,26,103,15,93,2,1
43,33,29,64,85,47,27,48,53,86,1
16,46,48,108,87,72,17,38,27,20,1
69,85,93,13,101,37,72,67,60,51,0
66,3,55,17,19,72,97,52,80,84,0
92,10,101,29,43,15,69,96,7,27,1
57,46,8,90,23,76,111,16,1,103,1
7,14,15,37,25,9,40,99,16,68,0
110,103,17,109,2,22,91,19,72,3,1
57,95,84,28,98,74,48,21,111,33,0
16,77,119,39,30,86,11,85,29,15,0
23,86,100,42,11,18,25,91,19,60,0
76,51,21,78,16,48,15,96,64,86,0
69,112,77,30,61,64,4,74,60,65,0
99,30,78,43,84,42,106,103,97,101,0
98,68,47,41,7,42,9,53,101,15,0
101,30,81,47,2,89,87,77,16,52,1
53,39,29,10,79,55,41,40,74,33,0
109,33,49,19,66,103,13,29,91,72,0
11,66,71,20,93,8,30,102,35,97,0
28,50,8,112,25,11,68,106,86,31,1
49,88,68,63,99,64,8,27,98,16,0
19,85,38,52,101,66,49,77,5,54,0
8,16,9,59,50,17,10,79,55,23,1
28,26,8,106,55,50,78,80,75,16,1
100,19,39,104,86,43,16,68,15,58,0
34,19,37,107,72,20,74,30,16,78,0
29,33,69,26,43,101,74,83,53,41,1
2,30,16,1,47,88,6,59,50,55,0
11,72,50,96,27,48,26,22,38,110,0
64,46,61,41,51,83,17,6,13,30,1
41,16,47,109,101,57,69,64,106,20,1
2,107,49,76,30,61,16,19,59,50,1
46,38,90,86,54,18,74,88,27,16,1
47,13,9,79,68,50,106,5,55,48,0
13,15,91,54,66,92,7,88,95,98,0
33,31,89,65,96,88,86,26,69,41,1
30,9,60,65,1,81,74,53,111,87,0
79,9,103,94,41,65,67,53,20,38,1
96,7,68,78,34,42,101,51,41,21,0
25,63,79,54,76,9,3,1,13,85,1
93,68,79,29,43,86,46,47,51,64,0
52,51,74,86,77,3,96,9,40,91,1
67,64,55,16,17,11,73,79,66,51,0
104,39,1,70,66,45,64,12,76,7,1
69,89,64,101,52,41,27,74,80,9,0
68,38,13,106,7,6,91,53,21,86,0
49,109,110,107,29,38,77,20,26,74,1
10,79,5,41,9,80,31,53,74,3,1
92,43,7,96,44,20,13,47,6,30,0
111,85,9,16,8,6,84,87,17,98,1
34,62,20,99,65,2,36,46,66,86,0
50,68,93,48,88,101,10,39,58,65,1
53,73,98,90,91,76,19,5,92,51,1
106,108,30,20,88,97,16,95,87,90,1
44,92,62,13,5,74,51,85,8,40,0
55,83,73,66,39,86,53,72,21,52,0
91,102,63,97,49,10,66,76,89,53,0
60,7,95,9,64,34,77,53,71,86,0
74,83,41,15,101,78,89,65,75,84,0
86,54,46,103,28,29,26,47,10,3,1
38,51,37,25,48,101,6,87,76,69,1
106,41,68,53,86,18,104,36,71,64,1
70,26,69,74,38,41,30,47,6,58,1
87,57,51,13,48,74,8,16,65,5,0
57,27,15,58,16,84,69,94,112,97,1
87,65,17,107,8,74,58,55,62,93,1
30,59,96,42,98,44,103,49,20,29,0
73,7,45,68,53,9,16,13,96,37,1
49,42,79,65,48,96,58,27,9,74,1
57,76,16,42,27,19,29,30,69,35,0
86,47,119,8,108,103,78,30,49,12,1
14,54,50,65,17,51,108,93,20,11,0
47,101,7,67,65,29,41,27,73,20,1
89,9,87,99,86,27,11,55,83,74,1
66,50,8,65,48,79,84,6,16,9,1
9,31,41,15,72,43,79,96,16,47,0
31,69,1,16,27,106,86,47,68,95,1
42,110,21,61,63,119,17,9,6,20,0
91,63,65,46,88,8,23,33,101,79,0
106,47,96,27,9,48,78,101,99,7,1
57,11,86,114,20,8,26,17,32,97,1
77,68,8,42,69,84,63,29,26,10,0
39,93,79,50,54,3,38,72,49,66,0
17,91,31,42,9,68,88,63,53,69,0
50,51,26,22,72,59,90,30,38,11,0
64,84,53,70,65,77,15,92,30,104,1
107,73,37,40,95,17,83,5,67,97,0
12,99,2,101,50,11,26,22,16,98,1
106,50,55,39,60,72,112,49,30,100,0
5,53,89,9,40,51,63,86,92,99,0
21,69,96,13,16,74,48,83,50,47,0
41,17,54,101,75,63,106,27,42,29,0
17,48,55,84,30,9,79,96,35,54,0
33,63,16,39,86,30,65,25,51,109,1
62,44,26,13,80,30,53,110,18,43,0
92,55,107,25,109,10,43,41,27,101,1
20,109,83,46,98,90,65,74,8,104,0
22,5,107,38,1,13,8,53,58,20,0
25,89,64,29,15,52,5,99,11,102,1
45,40,51,77,20,92,70,64,34,47,0
48,63,88,90,78,86,46,65,20,18,1
44,86,48,55,84,76,16,30,6,14,0
74,29,9,41,3,7,65,93,4,68,1
47,79,72,96,23,13,93,10,68,20,0
54,21,112,28,32,77,38,49,79,50,0
5,40,49,69,62,86,23,72,66,88,1
87,46,29,26,18,76,54,27,84,71,1
38,4,21,49,3,75,77,43,16,93,0
27,64,8,97,100,84,63,28,34,2,0
112,8,26,34,99,30,100,51,11,6,1
20,66,49,71,72,30,39,110,12,7,0
35,101,17,51,7,11,36,39,110,26,1
16,76,65,87,9,86,29,11,63,100,0
43,93,30,121,96,53,23,97,78,95,1
60,43,19,39,30,66,49,50,72,28,0
43,98,33,9,89,48,2,49,55,40,0
74,78,20,86,80,30,43,47,55,7,1
9,13,76,84,68,17,71,101,104,36,0
72,15,58,27,91,41,74,87,110,77,0
86,15,101,37,41,53,29,27,33,58,0
13,26,93,11,7,59,30,29,57,72,0
106,41,26,98,31,78,20,64,89,13,0
8,96,76,66,86,98,104,72,7,27,1
22,23,103,31,63,41,34,27,8,100,0
65,93,25,28,27,16,46,5,81,102,1
95,41,103,43,30,36,64,40,66,78,1
17,7,90,4,107,13,68,10,62,53,0
20,13,65,70,86,107,5,102,74,93,0
86,69,19,3,109,75,62,25,104,92,1
33,5,54,53,74,95,20,86,48,103,1
25,84,74,47,43,99,50,27,46,44,1
33,76,65,3,9,66,102,23,63,97,0
46,30,64,84,93,69,92,40,78,20,1
110,106,31,16,93,112,88,10,86,96,1
27,29,16,49,47,79,11,9,65,89,0
28,94,100,50,47,36,18,86,21,85,1
7,93,41,21,26,98,111,107,74,70,0
9,89,26,109,22,12,20,25,5,3,0
94,112,13,69,84,72,43,108,107,87,1
40,33,72,43,98,47,31,7,76,93,0
62,92,72,38,91,93,86,83,13,43,1
75,93,57,30,29,69,97,87,67,101,1
27,49,58,54,65,20,48,74,68,55,1
16,27,72,76,19,62,64,7,15,113,0
69,6,13,31,94,30,43,1,55,107,1
88,50,68,67,13,86,65,48,58,49,0
78,30,21,66,109,15,26,31,77,13,0
65,1,72,62,18,90,12,88,69,55,1
66,12,39,68,19,49,100,65,30,43,0
93,46,97,22,71,101,51,112,12,55,1
101,35,29,95,7,66,74,54,13,26,0
28,62,46,69,64,60,53,34,8,30,1
43,48,107,16,30,76,100,13,72,68,0
30,43,61,41,111,74,85,110,26,6,1
88,8,53,66,73,49,39,83,25,63,1
71,95,42,101,110,27,35,66,104,93,1
19,15,21,28,112,25,100,72,85,3,0
23,8,11,30,41,26,55,107,54,94,1
43,110,111,6,30,100,47,53,72,58,0
72,112,62,39,2,25,61,50,59,60,1
114,55,63,86,74,25,82,83,38,8,1
57,15,86,17,84,3,39,10,91,47,1
34,25,73,86,38,55,2,85,39,30,0
7,10,106,26,55,66,8,29,74,30,0
21,11,7,27,51,17,20,87,110,1,1
41,46,26,107,55,80,8,30,97,32,0
38,52,11,101,86,39,80,62,78,25,1
51,39,26,57,56,12,18,47,87,85,0
8,88,106,97,86,51,69,26,74,54,1
100,47,11,87,18,19,84,67,31,39,0
90,114,16,48,84,1,86,78,65,3,0
86,102,47,95,16,37,106,96,65,100,0
15,39,25,46,31,3,55,11,5,72,0
9,31,63,15,84,10,62,73,76,86,0
103,49,38,94,3,41,69,100,12,86,1
92,65,46,20,107,88,87,76,8,114,1
17,39,50,7,6,30,25,97,16,95,1
18,37,74,98,87,47,7,21,31,28,0
95,68,13,18,53,121,59,57,100,80,1
44,20,14,103,55,38,17,6,91,87,1
16,86,63,83,98,64,107,76,28,54,1
54,28,37,46,2,97,50,44,23,20,0
53,25,16,77,50,39,60,27,29,40,1
48,62,84,55,10,16,40,86,9,14,0
25,12,5,106,36,27,109,78,43,31,0
54,75,34,62,28,16,15,50,70,107,1
103,64,47,1,22,98,2,44,84,101,0
5,21,99,9,28,61,85,74,93,87,0
99,89,5,63,16,27,41,103,9,51,1
74,7,55,71,99,53,60,77,76,86,0
16,101,41,1,30,78,94,88,20,64,0
54,87,65,33,51,20,2,93,13,91,1
69,5,91,19,49,23,92,86,80,99,1
15,96,49,87,91,101,6,3,13,78,0
55,49,71,27,72,60,106,47,57,3,1
19,91,27,46,103,80,20,11,93,50,1
103,54,9,65,111,93,55,107,86,8,0
50,46,51,99,91,98,22,79,25,93,1
86,16,84,46,41,76,109,75,30,104,1
73,32,79,59,41,9,28,50,98,44,1
100,78,36,48,75,109,2,114,86,62,1
108,60,54,76,68,13,30,16,69,20,1
53,48,52,100,28,92,21,64,39,73,0
51,6,37,104,11,95,9,114,31,16,0
85,12,120,5,34,19,33,50,25,41,1
25,93,16,65,92,94,88,30,51,8,0
9,7,74,40,47,5,15,21,69,86,1
16,68,9,28,11,23,79,83,39,55,1
15,91,19,26,39,112,18,87,21,96,1
48,55,79,52,78,83,74,31,96,9,0
48,9,86,96,84,87,55,108,93,13,0
106,26,65,58,54,86,96,89,63,74,1
42,50,21,7,3,11,86,39,68,28,1
2,86,74,10,68,1,13,46,16,87,0
8,60,9,26,106,46,87,16,1,57,1
65,53,69,111,106,29,80,38,27,74,0
71,41,31,55,46,38,20,28,8,74,1
26,65,78,46,7,95,96,87,86,11,1
88,45,17,92,69,58,77,98,86,49,1
51,17,85,30,11,100,72,71,101,68,1
23,42,53,68,15,47,7,92,29,63,1
68,74,87,38,93,20,60,46,28,73,0
85,16,37,8,74,2,34,86,18,84,0
16,65,101,44,10,1,7,29,47,27,0
99,26,97,20,17,30,85,95,6,64,0
29,79,47,12,26,50,56,102,94,2,0
94,28,87,54,75,29,74,20,7,6,0
31,13,41,74,33,29,17,80,52,79,0
9,97,26,1,78,44,96,27,101,31,1
87,68,88,40,1,89,26,30,65,73,0
10,31,98,83,55,103,74,41,86,16,0
75,45,44,97,70,36,7,19,48,53,1
54,11,107,50,16,98,30,18,3,55,0
92,93,9,102,17,20,49,5,98,72,1
51,110,86,54,11,26,13,72,84,108,0
79,71,23,17,93,54,87,16,31,74,0
38,8,30,49,100,13,68,62,54,28,1
97,31,13,41,121,100,109,11,33,90,1
3,1,9,45,41,101,7,28,50,49,1
39,5,7,109,23,104,13,62,53,27,0
103,72,16,87,46,54,51,33,86,11,1
109,74,87,41,23,30,8,84,97,29,1
16,64,9,98,74,68,29,96,86,48,0
72,104,112,50,46,60,4,25,51,17,1
99,50,15,28,30,68,47,14,20,44,1
58,29,27,77,49,21,87,51,54,74,1
106,51,68,76,64,84,41,96,74,31,1
50,65,109,18,86,28,95,45,64,100,1
55,9,26,41,37,28,93,74,75,16,0
30,99,101,15,7,8,63,27,47,75,1
50,86,25,2,94,102,8,97,26,46,0
72,50,86,73,51,46,100,3,39,56,0
107,65,20,70,61,5,19,12,53,36,1
71,79,16,95,75,69,88,21,74,92,0
15,7,55,87,89,50,39,72,38,112,0
74,31,41,111,8,39,69,109,87,55,1
65,15,84,74,29,93,43,64,96,79,0
51,55,63,73,101,52,72,88,90,81,0
11,75,30,15,103,7,39,51,72,86,0
69,92,95,62,87,10,49,28,16,3,1
65,7,4,43,86,41,33,30,76,15,1
95,78,102,101,65,64,44,72,20,57,0
46,104,107,86,109,11,5,8,32,102,0
45,27,47,69,58,15,16,41,9,78,0
61,11,59,62,88,51,9,39,14,2,1
43,51,32,37,10,74,8,41,30,71,1
107,84,29,15,42,3,48,39,104,51,0
13,32,20,11,37,91,106,5,99,104,0
74,45,67,16,96,106,87,10,86,29,1
98,31,7,47,18,43,28,8,2,87,0
106,7,31,63,104,4,65,23,85,47,1
55,75,62,87,104,39,86,72,13,71,1
106,100,3,88,11,50,60,74,59,65,0
12,90,100,22,19,104,51,34,72,86,1
46,8,2,33,87,16,15,29,74,26,1
9,16,76,86,51,17,5,54,92,93,0
69,106,16,64,47,23,7,55,15,27,1
26,97,1,16,11,5,85,35,54,33,1
65,8,17,101,84,97,87,53,7,41,0
57,72,60,21,26,35,44,2,16,27,1
42,68,9,51,76,78,79,43,26,23,1
82,6,20,84,16,26,103,34,41,76,1
15,99,62,40,58,9,76,3,54,92,0
73,41,87,23,63,65,79,98,9,48,1
78,11,17,83,30,68,55,86,9,34,0
1,65,5,103,74,23,55,111,89,2,1
23,57,27,43,76,35,78,42,86,84,1
25,29,21,16,95,33,72,69,52,87,1
29,9,30,43,7,106,75,27,74,65,1
53,27,58,54,13,74,63,51,3,7,0
36,15,103,5,7,66,53,79,54,51,1
62,87,2,10,43,38,49,77,50,26,1
71,50,11,12,7,17,18,62,86,2,1
66,8,59,99,30,87,7,13,22,35,0
26,69,74,6,53,38,30,18,76,107,0
85,70,106,39,3,50,22,72,26,100,1
110,59,83,85,12,90,42,104,7,17,1
65,1,20,26,22,17,7,51,110,82,0
34,27,80,55,33,40,74,77,13,16,1
41,78,23,88,79,55,90,37,64,72,1
7,94,87,2,72,23,11,103,101,41,0
23,109,79,88,74,103,98,107,100,72,1
100,76,88,109,30,108,53,107,45,10,1
73,74,58,30,69,61,20,12,62,53,0
101,35,39,7,38,20,97,100,95,25,0
23,109,112,70,97,9,7,64,98,2,1
111,60,28,114,47,81,23,43,68,78,0
81,29,39,20,44,64,9,23,69,48,0
8,111,65,27,59,10,102,2,79,9,1
39,44,58,20,65,13,91,19,75,106,0
39,12,100,68,87,49,106,71,3,22,1
29,69,67,26,58,36,78,20,68,13,1
54,62,5,40,104,100,46,64,102,65,0
86,51,101,39,77,41,27,58,65,49,0
86,57,72,7,11,48,107,30,78,47,0
13,5,47,102,6,63,72,55,40,88,0
63,46,100,50,28,3,18,88,48,106,0
60,38,34,47,50,43,109,30,13,28,0
86,89,51,72,95,91,70,33,13,63,1
108,63,5,17,83,79,36,26,9,41,0
20,11,13,69,84,36,65,43,16,101,1
87,97,65,42,107,51,6,111,49,14,0
21,69,93,86,62,63,51,76,9,66,1
84,15,13,99,3,64,46,36,103,20,0
30,62,41,22,63,13,80,20,70,66,0
89,68,9,106,51,50,11,16,42,65,1
4,40,68,22,107,13,50,42,7,58,1
50,47,6,91,28,107,112,34,63,65,1
58,70,79,84,11,8,98,5,38,111,1
3,34,96,65,9,22,78,109,85,27,0
87,106,95,97,107,63,76,54,86,57,1
87,100,10,29,17,12,13,3,103,69,0
94,84,22,88,78,109,13,69,11,30,1
70,40,112,2,9,3,98,46,110,96,0
63,112,84,25,106,2,66,19,46,72,0
38,110,109,98,26,62,87,73,93,29,0
70,109,28,55,50,5,45,16,13,67,0
41,109,98,110,26,70,38,17,20,91,1
98,68,67,16,106,55,17,83,9,93,1
88,70,114,76,57,31,28,56,47,108,0
89,87,43,65,106,4,69,91,26,77,0
88,111,40,54,73,48,109,60,90,98,0
53,106,101,66,8,22,63,26,20,69,1
62,72,86,15,89,103,92,11,51,73,0
9,28,73,79,80,107,5,93,16,49,0
114,2,37,34,63,109,106,5,84,96,0
86,28,72,62,49,39,112,100,106,51,1
23,95,83,19,20,9,78,50,65,42,1
91,60,8,32,13,84,67,47,38,110,1
112,93,98,32,54,104,11,70,30,83,0
25,29,84,48,36,65,66,83,22,12,1
46,90,72,39,85,7,76,86,18,53,0
87,109,41,49,110,62,73,56,20,36,1
16,98,76,77,3,94,29,61,84,86,0
44,101,69,74,92,17,78,57,20,10,1
16,106,69,8,86,7,74,47,40,27,1
47,109,87,33,89,119,75,72,49,16,1
8,37,17,51,97,96,53,114,46,86,1
3,9,40,99,43,103,73,69,86,92,0
84,72,41,47,25,109,97,20,13,7,0
114,107,108,30,10,26,27,109,76,19,0
17,68,63,99,88,4,64,40,70,51,1
54,97,86,21,20,3,72,73,53,65,0
20,8,11,55,7,17,57,68,35,2,0
68,17,69,26,63,49,47,86,9,102,1
39,16,93,65,111,107,91,19,104,76,0
74,70,28,87,71,100,46,39,72,25,0
48,21,75,42,36,11,78,119,20,4,0
42,74,53,16,68,13,86,48,92,96,1
95,20,91,13,19,17,22,26,30,2,1
91,81,18,50,55,20,19,69,25,73,1
65,40,63,66,69,54,17,5,55,89,1
28,111,88,6,17,23,76,48,112,60,0
42,63,78,74,45,34,9,96,27,101,0
11,53,78,49,14,98,38,62,21,65,1
37,13,102,35,84,86,11,10,110,38,0
104,75,11,29,84,101,69,78,20,10,0
107,18,55,101,111,38,93,13,62,3,0
93,91,34,30,65,86,51,8,74,29,0
68,8,13,85,101,92,39,26,72,110,1
57,107,20,85,19,29,71,12,112,43,1
65,46,27,54,92,96,10,75,38,88,1
49,79,55,48,103,29,39,20,66,6,0
5,67,51,76,7,74,9,29,56,58,1
83,12,26,110,17,86,95,13,29,66,0
28,87,47,7,21,17,18,55,26,93,1
52,79,28,10,46,84,19,88,37,54,0
21,52,58,81,80,86,16,1,38,74,0
100,23,57,87,31,88,54,55,64,13,0
112,59,63,6,30,91,45,58,72,42,0
45,73,5,10,55,9,7,21,74,92,0
93,101,47,13,33,41,46,68,16,65,1
73,13,91,53,16,39,62,72,79,86,1
48,51,98,112,107,41,28,97,52,84,0
6,76,53,83,42,93,68,33,74,88,0
104,12,43,68,23,48,13,107,3,120,0
72,87,86,25,29,100,46,15,112,55,1
70,55,5,39,107,76,111,91,18,58,1
73,38,87,54,3,89,74,63,110,26,0
27,87,77,51,49,16,39,50,41,69,1
54,51,17,53,50,77,85,83,13,30,0
51,13,92,77,16,86,68,43,9,69,0
3,11,91,19,97,77,2,13,20,75,1
33,9,27,69,13,100,20,74,96,10,0
78,10,88,96,40,87,16,54,46,65,0
5,8,57,55,76,31,84,28,109,47,1
65,18,112,62,106,53,13,58,67,20,1
39,9,10,27,88,3,78,33,15,17,1
